,category,question,answer,links
198,회원관리,미성년자는 회원가입이 안되나요?,"만14세 미만의 사용자에 대한 회원가입은 법정대리인의 동의가 필요 하며 법정대리인은 본인의 인증서(공동, 금융)를 통하여 14세미만 사용자의 회원가입을 동의하여 주셔야 회원가입이 가능합니다.",[]
199,회원관리,"외국인, 재외국민 회원가입시 실명 인증 안된다는 메시지가 확인됩니다.","소지하고 있는 신분증에 기재된 영문 이름 그대로 공란없이
등록하여 이용하시면 됩니다.

공란없이 등록한 후에도 동일 오류가 발생되는 경우 정부24 핼프데스크 1588-2188로 문의주시기 바랍니다.",[]
200,민원발급,자녀의 영문주민등록표초본 발급이 가능한가요?,"주민등록표등본에 포함된 세대원(자녀)의 주민등록표초본 발급은 가능합니다.

부모가 어린 자녀의 초본을 발급하는 경우, 로그인 및 인증서(공동, 금융)는 부모 정보를 사용하고 [교부대상자]에는 자녀의 정보를 입력하여 이용하시면 됩니다.",[]
201,주민등록,영문주민등록표등본을 신청했는데 처리중으로만 확인됩니다.,"영문 주민등록표등본은 신청인의 주소, 성명 등의 영문 변환이 필요하여 관할 주소지 주민센터 주민등록 담당자의 확인 처리 이후 발급됩니다.
평일 근무시간 기준, 약 3시간 이내로 처리받으실 수 있습니다.",[]
202,주민등록,정부24에서 영문 주민등록등초본 발급이 가능한가요?,"영문주민등록등(초)본은 전지역 모두 신청이 가능합니다.

메인화면 자주찾는민원의 주민등록표등(초)본을 클릭하여 서식 상단 영문주민등록등(초)본 탭에서 이용하시면 됩니다.",[]
203,주민등록,주민등록등본 신청시 교부대상자란에 글자입력이 되지 않습니다.,"사용장소가 학교인 경우 학교에서 이용하는 특정프로그램으로 인해 교부대상자의 정보가 셋팅되지 않고 있습니다.

학교 프로그램이 구동되지 않는 다른 pc나 학교가 아닌 다른 환경에서 이용해 주시기 바랍니다.

학교가 아닌 곳이라면 발급지원프린터 목록창이 하단에 내려가 있지 않은지 확인해 주시고 해당창을 없앤후 이용해 주시면 됩니다.",[]
204,전자결제,휴대폰 결제시 승인번호가 발송되지 않습니다.,"개인 휴대전화의 경우 발송되는 승인번호가 이용하시는 휴대전화의 스팸으로 등록되어 있는 경우 확인되지 않을 수 있습니다.
이용하시는 통신사에 1588번호 또는 발신번호 없음으로 수신되는 번호가 스팸으로 등록되는지 여부를 확인 후 이용해 주시기 바랍니다.",[]
205,전자결제,결제하는 카드번호를 변경하고 싶습니다,"결제수단이 신용카드인 경우 이용하는 카드번호를 변경 등록하는 메뉴는 따로 없습니다.
수수료 결제시 저장 되어 있는 카드번호를 삭제하고 변경하려는 카드번호를 입력한 후 '결제정보저장' 동의에 체크 하면 해당 카드번호가 저장되어 이용 가능합니다.",[]
206,전자결제,결제내역은 확인되지만 신청내역이 없습니다,"인터넷상에서 발생하는 모든 결제는 결제 결과 페이지가 나올 때까지 잠시 기다리셔야만 오류가 발생하지 않습니다. 만약 결제 결과 페이지가 나오기 전에 다른 페이지로 이동하시거나 브라우저를 닫아버리면 정보처리가 원할하지 않아 사용자가 보시는 정보와 다르게 처리될 수도 있습니다. 만약 오랜 시간 멈춰있으면 다시 결제를 진행하지 마시고 마이페이지-나의민원처리결과에서 결제여부를 확인 후 이용해 주시기 바랍니다.

※ 비정상 결제건 결제수단별 환불일정
- 신용카드 : 최대 2일후 승인취소
- 계좌이체 : 은행별로 최대 5일 후 환불
- 모바일결제 : 통신사별로 최대 5일후 승인취소
- 선불전자지급수단 : 최대 2일후 환불
- ARS : 최대 5일 후 승인취소",[]
207,민원발급,"통신판매업증명서,예방접종 증명등 신청시 신청서 작성 후 신청하기누르면 무반응으로 신청안됨","IE 9 이상 버전에서는 신청서식이 정상적으로 세팅되지 않을 수 있습니다.

1. 인터넷창 상단 [도구 - 호환성보기설정] 클릭하여 gov.kr 추가
- 하단 Microsoft에서 업데이트된 호환성 목록 다운로드 항목에 체크

2. 민원신청서 작성 화면에서 인터넷창 상단 [도구 - 개발자도구 - 브라우져모드& 에뮬레이션 (ie11버젼) ] 메뉴에서 문서 모드, 문자열 항목을 - ie8로 변경 후 이용 부탁 드립니다.",[]
208,스마트폰,주민등록표등(초)본 발급은 무료인가요?,"주민등록표등(초)본 발급은 무료입니다.

현재 동 주민센터 방문 시에는 400원이 부과되나, 온라인에서는 무료민원으로 발급됩니다.",[]
209,스마트폰,방문수령 시 수수료는 어디에 납부하나요?,모바일 민원신청 시 선택한 행정기관을 방문하여 수수료 지불 후 민원서류를 수령하시면 됩니다.,[]
210,스마트폰,모바일에서 공동인증서는 어떻게 가져오나요? 인증서가 안보여요!,"정부24 모바일앱에서 공동인증서 로그인을 이용하기 위해서는 앱을 통해 공동인증서 가져오기를해야 함.
※ 아이폰과 Android 11 이후 버전 사용자는 타 모바일앱을 통하여 사용중인 공동인증서가 있어도 정부24 모바일앱에서는 인식이 안됩니다.
번거로우시겠지만 다음의 ‘인증서 가져오기’를 진행해 주시길 부탁드립니다.

○ ‘공동인증서 가져오기’ 메뉴 진입 방법
- 앱 우측하단 클릭 > 공동인증서 관리 아이콘 클릭 → 공동인증센터 내, ‘공동인증서 가져오기’ 버튼 클릭
- 모바일앱 초기화면 우측 상단 (三)메뉴를 클릭 > 좌측 ‘MyGov' 클릭 > 회원정보 하위 ‘공동인증서 등록’ 클릭 > 공동인증서 등록 내 설명 하단의 ‘공동인증서 가져오기’ 버튼 클릭
- 모바일앱 초기화면 우측 상단 (三)메뉴를 클릭 > ‘로그인’ 클릭 > ‘공동인증서 등록’ 버튼 클릭 > 공동인증서 등록안내 설명 하단의 ‘공동인증서 가져오기’ 버튼 클릭

○ ‘공동인증서 가져오기’
1. 공동인증서가 없을 경우에는 거래은행 및 금융투자회사(증권사 등) 지점에서 전자금융(인터넷뱅킹 등) 서비스를 신청 후, 해당 인터넷뱅 킹 사이트에서 PC 및 기타 저장매체로 공동인증서를 발급받을 수 있습니다.(인증서가 있는 경우 1번 생략)
2. 모바일정부24 초기화면 ""공동인증서 관리/공동인증서 가져오기""를 선택하면 화면 하단에 인증번호 12자리가 생성됩니다.(형식 : 0000-0000-0000)
3. 인증서가 있는 PC에서 인증관리센터 홈페이지(smart.mobile.go.kr)에 접속합니다.
4. 스마트폰으로 인증서 보내기 버튼을 클릭합니다.
5. 스마트폰으로 복사할 인증서를 선택한 후 비밀번호(인증서)를 입력합니다.
6. 2번에서 생성된 모바일 인증번호 12자리를 입력 후 내보내기 버튼을 클릭합니다.
7. 스마트폰에 저장된 인증서를 확인하시기 바랍니다.

○ ‘공동인증서 가져오기’ 이후 인증서가 확인되지 않을 경우
1. 정부24 앱 삭제
2. 정부24 앱 재설치
3. '공동인증서 가져오기' 절차 수행",[]
211,스마트폰,모바일 서비스는 열람만 가능한가요?,"모바일 민원서비스는 민원사무 종류에 따라 수령방법이 다릅니다.

수령방법에는 열람, 발급신청, 3자제출, 등기우편, 방문수령이 있습니다.

※ 열람 : 모바일에서 열람가능
※ 발급신청 : 모바일에서 신청하고 PC기반 프린터에서 출력
※ 신청(방문수령) : 모바일에서 신청하고 행정기관을 방문하여 민원서류 수령",[]
212,스마트폰,신청했던 민원을 취소하고 싶은데 어떻게 해야 하나요?,"모바일정부24에서는 취소가 불가능하니, PC 정부24(www.gov.kr)에 접속 후, ""My Gov/나의서비스/서비스신청내역""에서 취소하시기 바랍니다.",[]
213,스마트폰,모바일정부24에서 프린터 출력이 가능한가요?,"모바일정부24에서 프린터 출력은 불가능합니다.

모바일로 신청하신 민원을 프린터로 출력을 위해서는 PC에서 정부24(www.gov.kr) 접속하여 로그인후, ""My Gov/나의민원/민원신청내역""에서 출력하시기 바랍니다.",[]
214,스마트폰,모바일정부24에서 신청 가능한 민원 종류는?,"정부24에서는 350여종의 모바일 신청 민원을 제공합니다.
모바일에서 신청 가능한 민원서비스는 '신청 · 조회 · 발급' 메뉴에서 모바일 신청 가능서비스와 민원 서비스 체크 박스를 선택하시고 검색하시면 확인 가능하십니다.",[]
215,민원발급,보육교직원 경력(재직) 증명서 신청시 신청서 작성 후 신청하기누르면 무반응으로 신청안됨,"IE 9 이상 버전에서는 신청서식이 정상적으로 세팅되지 않을 수 있습니다.

1. 인터넷창 상단 [도구 - 호환성보기설정] 클릭하여 gov.kr 추가
- 하단 Microsoft에서 업데이트된 호환성 목록 다운로드 항목에 체크

2. 민원신청서 작성 화면에서 인터넷창 상단 [도구 - 개발자도구 - 브라우져모드& 에뮬레이션] 메뉴에서 문서 모드, 문자열 항목을 - ie8로 변경 후 이용 부탁 드립니다.",[]
216,민원신청,가입한 아이디를 모르겠네요,"로그인 창 하단의 [아이디찾기] 메뉴를 클릭합니다.
성명, 주민등록번호를 입력하시면 가입하신 아이디의 일부분을 확인하실 수 있습니다.
개인정보 도용 방지를 위해 아이디 일부는 '*'로 표시되며 전체 아이디는 제공된 메뉴를 통해 회원가입 시 등록하신 이메일 또는 휴대폰 SMS를 통해 확인하실 수 있습니다.",[]
217,민원신청,우편수령으로 민원을 신청하였는데 아직 도착하지 않았습니다.,"“정부24”에서는 일반우편, 등기우편 두 가지 방법으로 우편수령이 가능합니다.

[MyGov > 나의민원 > 민원신청내역]에서 해당민원의 처리상태를 통해 확인하실 수 있습니다.
“접수” 인 경우에는 해당기관에서 민원을 확인한 상태입니다.
“처리중” 인 경우엔 해당기관에서 우편으로 발송을 준비 중인 상태입니다.
“처리완료” 인 경우에는 해당기관에서 우편발송을 완료한 상태입니다.

>일반우편의 경우 - 우편물 배송현황 확인이 불가능합니다.
>등기우편의 경우 - 처리기관을 통해 등기번호를 확인하신 후 우체국 홈페이지(http://www.epost.go.kr/)에서 우편물 배송현황 확인이 가능합니다.",[]
218,민원신청,"상호,법인명이 변경되었습니다. 어떻게 해야 하나요?","홈페이지 우측 상단의 회원정보관리로 들어가 수정을 클릭 후 성명, 법인명 변경 항목에서 수정 가능합니다.

법인명을 등록할때는 주식회사, (주)는 제외 후 입력 하시면 됩니다.",[]
219,민원발급,"최근에 프린터를 새로 구매하였는데, 발급불가로 출력이 불가능합니다.","“정부24”에서는 발급가능한 프린터 목록을 추가하기 위하여 꾸준히 최신 프린터에 대한 보안성 검증 및 테스트를 진행하고 있습니다.
그렇지만 테스트를 완료하지 못한 최신 프린터의 경우에는 제조사에서 배포되는 유니버셜 프린터 드라이버 설치를 통해 발급이 가능할수있습니다.
(해당 프린터가 유니버셜 드라이버가 지원가능한 모델이어야 합니다.)

해당 프린터의 제조사 홈페이지를 방문하시어 해당 프린터가 유니버셜 드라이버를 지원하는지 확인하신후,
지원가능한 모델일 경우 유니버셜 드라이버를 설치하시면 민원을 발급이 가능합니다.

현재 “정부24”에서 지원되는 유니버셜 드라이버는 삼성, EPSON, HP, 신도리코 4개사 제품이오니 참고하시기 바랍니다.

[삼성]

삼성 프린터 드라이버 링크

고객센터 : 1588-3366

[EPSON]

EPSON 프린터 드라이버 링크

고객센터 : 1566-3515

[HP]

HP 프린터 드라이버 링크

고객센터 : 1588-3003

[신도리코]

EPSON 프린터 드라이버 링크

고객센터 : 1588-5850","['http://www.samsungsvc.co.kr/search/Htotal.do?hQ=universal', 'http://www.epson.co.kr/search/searchIndex.ekl', 'http://support.hp.com/kr-ko/search?q=udp&filter=', 'http://www.sindoh.com/search/search.do']"
220,민원발급,대학민원 신청 시 회원정보의 연락처를 수정 후 이용하라고 확인됩니다.,"회원정보의 연락처를 수정하라고 확인되는 것은 회원정보에 입력이 잘못된 부분때문에 발생한 오류입니다.

회원정보상에 연락처(유선전화, 휴대폰)를 ""0""이 아닌 정확한 연락처를 기입 후 이용해주시면 됩니다.

만약, 입력이 되어 있는 경우라면 모두 삭제 후 다시 공란이 들어가지 않도록 정확하게 입력 후 저장하시기 바랍니다.

회원정보 수정 후에는 임시저장 내역에 저장되어 있는 내용을 모두 삭제 후 재신청 하시면 됩니다.

참고로, 유선전화에 휴대전화를 넣어도 상관없으니 ""0""이 아닌 연락처를 기입 하시기 바랍니다. 그 후 신청하시면 정상적으로 신청이 될 것입니다.

만약 그래도 되지 않는다면 번거로우시겠지만 정부24 헬프데스크(1588-2188)로 문의해 주시기 바랍니다.",[]
221,기타민원 | 건축물대장,"건축물대장 신청 시 ""자치단체 담당자가 건축물대장을 확인중 입니다(전수대사). 해당자치단체에 전수대사 상태를 확인하여 주십시요."" 메시지","문의하신 ""자치단체 담당자가 건축물대장을 확인중 입니다(전수대사). 해당자치단체에 전수대사 상태를 확인하여 주십시요."" 메시지는 건축물대장을 등록 후 정상적으로 등록했을 때 체크하는 부분이 있는데 그게 ""전수대사"" 입니다.

이 부분 체크가 누락되어 발생하는 오류이며, 해당 소재지 시,군,구 건축물대장 담당자에게 ""전수대사"" 체크요청을 하면 소재지를 확인하여 처리해줄 것입니다.

그 후 이용이 가능합니다",[]
222,민원발급,우편수령으로 신청한 민원사무를 취소하는 방법은 무엇인가요?,"정부24에서 우편수령으로 신청 후 취소를 하시려면 우편 발송 전 처리기관에 요청을 하셔야 합니다.

만약, 발송 후인 경우라면 경우 취소가 되지 않습니다.",[]
223,민원발급,"주소검색, 수령방법 등 클릭 시 인터넷 창이 중복으로 뜹니다.","웹브라우저에 설치된 프로그램 간 충돌로 인해 발생하는 이러한 문제는
웹브라우저의 설정 변경을 통해 해결이 가능합니다.

① 웹브라우저의 메뉴에서 [도구 -> 인터넷옵션] 을 선택합니다.
② 인터넷옵션 창에서 [고급] 탭 선택 후 중간에 위치한 [고급설정복원] 을 클릭합니다.
③ 설정값 중에서 스크롤을 내려 “타사의 브라우저 확장 기능 사용” 옵션을 체크해제합니다.
④ 인터넷옵션 하단의 [확인] 버튼을 클릭하여 설정변경을 완료합니다.
⑤ 인터넷 창을 모두 종료한 후 새 창을 열어 사이트를 재이용해주시기 바랍니다.

[중복 팝업 설정 해제]",['http://www.gov.kr/main?d=AA100DataDownApp&SAVE_FILE_NM=45400.reg']
224,민원발급,수수료 면제 또는 감면민원은 어떤 것들이 있나요?,"수수료 면제또는 감면민원은 총 47종이며 ""주민등록표등(초)본, 자동차등록원부 등(초)본 발급/열람, 건축물대장 등(초)본 발급/열람, 출입국 사실증명, 외국인등록 사실증명, 국적 관련 사실증명(국적선택.이탈), 국내거소신고 사실증명, 농지원부 등본교부, 구급 및 구조 증명서발급, (고등학교)성적증명, (초.중.고등학교)졸업증명, (고등학교)학적부(생활기록부)증명, 검정고시 성적증명, 검정고시 과목합격증명, 검정고시 합격증명, (고등학교)제적증명, 사법시험 합격증명(확인)서 발급, 보증종자 보증서 발급신청(국문), 축산물수입신고, 재정신청서 접수증명, 재항고 기각증명, 항고 기각증명, 재항고장 접수증명, 항고장 접수증명, 고소(고발장) 접수증명, 기소(참고인)중지사건 재기 증명, 벌과금 납부증명, 사건 처분결과 증명, 불기소이유 고지 청구, 형사재판 확정증명, 진정(내사)사건 처분결과 증명, 기소(참고인)중지사건 공소시효 완성증명, 산지복구준공검사신청, 국외 유료직업소개사업 등록신청, 국외 유료직업소개사업 변경등록, 근로자파견사업 신규(갱신)허가, 근로자파견사업 변경허가, 직업능력개발훈련교사 자격증 발급신청, 직업능력개발훈련교사 자격증 기재사항 변경(재발급) 신청, 토지(임야)대장 열람/등본발급, 자동차등록증 재교부 신청, 식품영업 허가증 재교부, 식품영업 신고증 재교부, 건강기능식품 영업허가증 재교부, 수출건강기능식품 영문증명 신청, 기상현상 증명(감정)신청, 기상자료 제공 신청"" 입니다.",[]
225,민원발급,인쇄된 용지에 'PCL XL Error ...' 메시지만 인쇄가 됩니다.,"PCL 드라이버를 사용하는 프린터의 경우 메모리가 부족한 경우 위와 같은 오류가 발생합니다. 프린터의 메모리를 추가하시거나, 해당 프린터의 PCL 5e 드라이버를 다운로드받아 설치한 후에 다음 설정을 적용하고 인쇄하시기 바랍니다.

① ""제어판 > 프린터(및 팩스)"" 로 이동합니다.
② 인쇄할 프린터의 속성(등록정보)로 들어갑니다.
③ 다음 위치로 이동합니다.
윈98/Me -> Finishing
윈2000/XP -> 인쇄기본설정 -> Finishing
[오른쪽,아래]인쇄품질(Pring Quality) -> 자세히(Detail) 클릭
④ [왼쪽,아래]Rendering mode 를 auto 에서 send graphics as raster 로 설정
그리고, [오른쪽,아래] Font Settings 의 Send True Type as Bitmaps 항목을 체크",[]
226,민원발급,"윈도우7,64bit 발급프로그램설치방법","이용하는 OS가 윈도우 7일 경우 발급프로그램이 틀리며, 인터넷 접속과정이 다릅니다. 아래와 같이 진행해주시기 바랍니다.

(발급프로그램 수동설치 방법)

① 윈도우 버전 확인 (바탕화면 - 내피씨 or 컴퓨터 우클릭 속성 )
② 정부24 홈페이지 우측 - 프로그램 내려받기 - 보안 필수 프로그램 중 - 인터넷 민원발급 (ezCertForClient) 프로그램을 컴퓨터 OS(윈도우Xp 또는 윈비스타, 윈7 이상)에 맞게 선택 후 저장
③ 모든 인터넷창 종료 후
④ 시작 - 제어판 - 프로그램 및 기능 - 정부24 민원발급프로그램 삭제
⑤ 바탕화면 저장된 프로그램 더블클릭 실행
⑥(32비트 인 경우) 바탕화면 왼쪽 하단에 시작 버튼 옆에 아이콘 중 ""e""라고 되어 있는 ""Internet Explorer 브라우저 시작"" 아이콘에 오른쪽 마우스를 클릭하여 ""관리자 권한으로 실행""으로 정부24 접속
(64비트 인 경우 ) 바탕화면의 컴퓨터 -> 로컬드라이브C -> Program files(x86) -> Internet Explorer
-> iexplore.exe 아이콘에 오른쪽 마우스를 클릭하여 ""관리자 권한으로 실행""으로 정부24 접속

⑦ 도구- 인터넷 옵션 - 보안에서 신뢰할수 있는 사이트에 *.gov.kr 추가 등록
⑧ 도구 - 호환성보기 설정 - gov.kr 추가

그럼에도 오류가 발생할 경우 불편하시더라도 다른 환경에서 출력시도하시거나, Help Desk (070-7308-9203~7)로 연락 주시기 바랍니다.",[]
227,민원신청,민원신청서 작성 시 신청인 정보가 수정되지 않습니다.,"정부24 에서는 본인확인이 필요한 민원의 경우 신청인의 정보를 자동 완성 후 수정 불가능하게 하고 있습니다.

IE 9에서는 정상적으로 셋팅이 되지 않는 부분이 있어 인터넷 창 상단의 [도구 - 개발자도구 - 브라우져모드] 메뉴에서
익스플로러 모드를 8로 변경 후 이용해주시면 정상적으로 셋팅이 될 것입니다.",[]
228,민원신청 | 회원관리,정부24에서 주소입력 시(회원가입 또는 비회원로그인 시) “건물번호”까지 입력해야 하는지?,"○ 정부24에서 도로명주소에 해당하는 우편번호를 찾으려면 건물번호는 반드시 알아야 함
○ 따라서, 정확한 신청인 주소를 알기 위해서 “도로명”과 “건물번호” 입력은 필수적임",[]
229,민원신청 | 회원관리,정부24에 가입된 회원 주소정보를 일괄로 도로명주소로 변경해 주지는 않는지?,"회원정보는 개인정보에 해당하여 정보주체(본인)가 직접 관리하여야 하기에 현재, 정부24 회원정보는 가입 당시의 주소, 전화번호 등 상태로 있습니다.

개인의 회원정보를 바탕으로 하는 신청인 주소와 공공기관에서 전환한 증명서상의 주소가 달라지는 사례를 방지하기 위해 도로명주소 전환(10.31) 이후 민원을 발급 및 열람하시는 민원인은 반드시 개인정보를 수정(현행화)하시기 바랍니다.",[]
230,민원신청,"자신의 도로명주소를 모르거나 건물번호를 알고 싶을 때 또는 현재의 도로명에 해당하는 지번주소를 알고 싶거나, 아파트명만 알고 도로명을 알지 못하는 경우 때 찾을 수 있는 방법은?","○ 정부24 메인화면 및 주소검색(팝업)화면 등을 통해 도로명, 지번주소, 건물명을 통합검색 하는 “도로명주소 찾기” 서비스를 제공함
○ 아울러 “도로명주소 찾기”는 도로명주소안내시스템(www.juso.go.kr) 에서 이용 가능함",['http://www.juso.go.kr/']
231,민원신청,이전주소(지번주소)로 민원신청을 하면 어떻게 되나요?,"○ 지번주소와 도로명주소를 병행사용이 가능한 병행사용 기간('11.7.29～'13.12.31) 동안은 지번주소로도 민원신청이 가능하나, 모든 발급물은 도로명주소로 표기됨
○ 예를 들어, 주민등록등본 등 민원신청을 지번주소로 신청하여도 발급문서상의 주소는 도로명주소로 표기되어 발급됨",[]
232,민원신청,정부24 이용시 꼭 도로명주소만 이용해야 하나요?,"정부24에서는 한시적으로 지번주소와 도로명주소 중 국민이 원하는 주소를 선택하여 사용할 수 있도록 서비스 하고 있습니다.

그러나, 도로명주소법 시행에 따라 ‘11.10.31부터는 주민등록자료가 도로명주소로 변경되는 등 ’11.12.31까지 모든 공적장부는 도로명주소로 일괄 변경됨에 따라 가급적 도로명주소 사용하실 것을 권장합니다.",[]
233,민원신청,정부24에서도 도로명주소로 서비스가 가능한가요?,"모든 공적장부는 '11.12.31까지 도로명주소로 전환되며 민원인은 '13.12.31까지 지번 또는 도로명주소로 민원신청이 가능합니다.

다만, 정부24 회원정보의 경우는 개인정보로 일괄변경이 불가능하므로 회원 개개인이 변경해야 신청이 가능합니다.",[]
234,민원발급,"문서출력 클릭 시 ""[http:(3)손상된 문서이거나 열수없는 파일 입니다]"" 메시지가 뜹니다.","""[http:(3)손상된 문서이거나 열수없는 파일 입니다]"" 라고 확인되는 경우 데이터 생성이 100% 되지 않아 발생할 수 있으니 30분 후 새창에서 다시 출력을 진행해주시기 바랍니다.

그래도 동일할 경우 정부24 전용뷰어 프로그램이 불안정하게 설치되어 발생한 경우아니 아래와 같이 조치 후 이용해주시기 바랍니다.

< 뷰어프로그램 수동설치 방법 >

1. 정부24홈페이지 - 서비스지원 - 프로그램 설치 확인 - 전자파일 발급 및 뷰어 (ezPDFReader)프로그램을 바탕화면에 저장 합니다.

2. 모든 인터넷 창을 종료 후 [제어판 -> 프로그램추가/제거]에서 ""ezPDF""로 시작하는 프로그램 삭제 / ""C:\Program Files"" 의 ""UNIDOCS"" 폴더 삭제 합니다.

3. 바탕화면에 저장한 파일을 더블 클릭하여 실행하고 설치가 완료합니다.

4. 바탕화면 왼쪽 하단에 시작 버튼 옆에 아이콘 중 ""e""라고 되어 있는 ""Internet Explorer 브라우저 시작"" 아이콘에 오른쪽 마우스를 클릭하면 ""관리자 권한으로 실행""이라는 항목이 나옵니다.

5. ""관리자 권한으로 실행""을 클릭 후 새 창에서 정부24접속합니다.

6. 정부24 화면 상단 - 도구 - 호환성보기 설정 - gov.kr 추가 후 이용하시면 됩니다.",[]
235,환경설정,원격지원 예약 후 서비스 시간에 전화를 받지 못하면 어떻게 되나요?,"예약하신 후 서비스 시간에 전화를 받지 못하시면, 상담원이 총 3회에 걸쳐 다시 전화를 드립니다.
3회 모두 통화가 불가할 시에는 자동으로 예약이 취소됩니다.
시간제 예약방식으로 운영됨으로 인한 조치이오니 양해하시기 바랍니다.",[]
236,환경설정,신청 가능한 민원의 종류는 어떻게 되나요?,"현재 정부24를 통하여 신청가능한 민원은 총1600여종으로
상세 내용은
정부24 -신청조회발급 메뉴에서 민원서비스 체크박스 클릭 후 검색시 별도로 확인이 가능합니다.",[]
237,환경설정 | 회원관리,원격지원서비스는 정부24회원으로 가입해야 신청할 수 있나요?,"네, 현재 원격지원서비스는 정부24에 가입해주신 회원을 대상으로 서비스가 제공되고 있습니다.",[]
238,민원발급,"토지이용 지적도 신청시 9999수입증지 및 직인 이미지 조회 시 오류가 발생하였습니다. 지속적으로 에러가 발생하는 경우, 시군구 처리부서에 문의바랍니다.(-5000) 라는 메시지","이용에 불편을드려죄송합니다 토지이용과 지적도 민원은 신청시 klis시스템에서 관인을 배포해서 처리가되는데 관인 등록이 안되서 신청을 할 수 없는경우입니다.
번거로우시겠지만 이메시지 확인시에는 가까운 기관으로 방문해서발급 받으시기 바랍니다

단순열람은 onnara.go.kr에서 가능 합니다",[]
239,기타민원 | 정부서비스,블록(BL)이 포함된 주소에 대한 민원 신청은 어떻게 하나요?,"건축물대장 신청시 소재지 주소가 택지개발지구에 해당하는 경우, 주소 지번에 블록(BL)이 포함되어 있을 수 있으며 해당 주소지에 대해서는 정부24 신청 및 발급되고 있지 않습니다.",[]
240,주민등록,주민등록표등본 발급물을 팩스나 파일로 받을 수 있나요?,"정부24에서 발급되는 문서의 보안유지와 위·변조 방지를 위한 조치로 팩스 또는 파일 저장 서비스를 제공하지 않습니다.

프린터 출력 또는 우편을 통해 주민등록등(초)본을 제공받으시기 바랍니다.",[]
241,주민등록,자녀의 주민등록초본 발급이 가능한가요?,"정부24 온라인 주민등록초본은

동일 주민등록등본에 포함된 세대원(자녀)의 주민등록초본 발급만 가능합니다.

부모가 어린 자녀의 초본을 발급하는 경우, 로그인 및 인증서(공동, 금융)는 부모 정보를 사용하고 [교부대상자]에는 자녀의 정보를 입력하시면 됩니다.",[]
242,주민등록,주민등록등본 신청시 USB에 저장되어 있는 공동인증서가 확인이 안됩니다.,"인증서 경로가 올바르지 않거나 폐기된 인증서의 경우 확인이 안됩니다.

[인증서 경로확인방법]
1. 컴퓨터<내컴퓨터> > usb 드라이브 > npki > yessign[은행인증서인경우]에 해당 인증서가 존재하는지 확인 합니다.

[인증서 유효성 확인]
2. user-cn=민원인 성명이 올바른지 확인 후 정상이면 인증서 만료일, 폐기여부 등을 확인하여 주시기 바랍니다.",[]
243,기타민원 | 건축물대장,"건축물대장을 신청하는데 ""신청하신 민원은 소재지기관에서 처리할수 없습니다""라는 메세지가 뜨면서 신청이 안됩니다.","건축물대장 신청을 위해서는 해당 민원사무를 시군구 처리기관에서 처리부서 지정이 완료가 되어있어야 하나 그렇지 않은 경우 위 메세지가 확인됩니다.
정부24상담센터(02-1588-2188)로 전화 주시면 해당 시군구 담당자에게 처리부서 지정을 요청하여 처리할 수 있도록 하겠습니다.",[]
244,기타민원 | 토지대장,[토지임야대장등본교부 다량신청]시 추가버튼 클릭하여 여러 건의 번지/호를 입력하여 신청시 민원바구니 담기지 않고 수정 화면으로 되돌아 옵니다,"[토지임야대장등본교부 다량신청]시 입력한 번지/호 중 올바르지 않은 지번이 포함되어 있는 경우 다시 신청서 수정화면으로 이동하게 됩니다.
이럴경우 신청서 하단에 ""n 번째 주소 오류: 존재하지 않는 지번이거나 대장대조필이 되어 있지 않은 지번입니다.αΩ주소가 올바르지 않습니다.""라는 메세지를 확인할 수 있으며, n번째 번지/호가 정확히 입력되었는지 확인하시고 다시 신청하시기 바랍니다.",[]
245,기타민원 | 건축물대장,건축물대장 신청을 했는데 처리완료 문서생성중이라고 확인이됩니다,해당 지번의 건축물대장 데이터가 비어있거나 일시적인 시스템 장애일 경우가 있을 수 있으므로 자세한 내용은 상담센터(1588-2188)으로 문의해 주시기 바랍니다.,[]
246,주민등록,주민등록등본을 신청하였으나 등본상 세대원에 제 이름은 확인이 되지 않습니다.,"현 세대주와의 관계가 직계가족, 형제&자매, 배우자가 아닌 경우는 [동거인 포함] 항목을 체크한 후 신청해야 본인도 포함되어 발급이 이루어집니다.",[]
247,주민등록,주민등록등본 신청시 [601] 오류메시지가 나오면서 신청이 되지않습니다.,"601에러는 신청 시점에 주민등록지상의 시군구 서버가 장애일 경우 발생하는 오류 입니다.
이 경우에는 잠시 후 다시 이용해 주시기 바랍니다.

■ -601 에러
정부24에 신청하신 민원은 시군구, 시도 등 각 민원처리기관의 운영시스템과 연계하여 신청, 열람, 발급 등을 처리하고 있으며 “-601 에러”는 신청 시점에 민원처리기관 서버가 장애일 경우 발생하는 오류입니다.",[]
248,주민등록,주민등록초본 신청시 병역사항 포함하여 신청하였으나 발급물에 병역기록이 빠진경우,"주민등록초본상 표기되는 병역기록은 병무청 서버에서 데이터가 제공되고 있습니다. 병역기록이 확인되지 않는 부분은 해당 데이터에서 병역 정보가 누락된 부분으로 병무청으로 문의하셔야 합니다
본인이 아닌경우 상담 및 처리가 어려운 부분으로 불편하시더라도 병무청으로 문의하여 주시기 바랍니다.
병무청 : 1588-9090",[]
